0.005
5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,110,120,130,140,150,160,170,180,190,200,250,300,350,400,450,500,600,700,800,900,1000,2000,3000,4000,5000,6000,7000,8000,9000
5
10
15
20,3.0672141829033107e-16
25,3.0672141829033107e-16
30,3.0672141829033107e-16,0.00050159798253170563
35,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893
40,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893
45,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169
50,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169
55,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676
60,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676
65,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676
70,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572
75,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572
80,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583
85,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583
90,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828
95,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828
100,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316
110,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316
120,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316
130,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083
140,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083
150,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058
160,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058
170,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218
180,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218
190,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587
200,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587
250,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266
300,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539
350,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539,0.0044516827503001746
400,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539,0.0044516827503001746,0.0045143828537573608
450,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539,0.0044516827503001746,0.0045143828537573608,0.0045770810900284883
500,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539,0.0044516827503001746,0.0045143828537573608,0.0045770810900284883
600,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539,0.0044516827503001746,0.0045143828537573608,0.0045770810900284883,0.0046397827779990422,0.0047024792225445686
700,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539,0.0044516827503001746,0.0045143828537573608,0.0045770810900284883,0.0046397827779990422,0.0047024792225445686,0.0047338311219797813
800,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539,0.0044516827503001746,0.0045143828537573608,0.0045770810900284883,0.0046397827779990422,0.0047024792225445686,0.0047338311219797813,0.0047651821719159188
900,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539,0.0044516827503001746,0.0045143828537573608,0.0045770810900284883,0.0046397827779990422,0.0047024792225445686,0.0047338311219797813,0.0047651821719159188,0.0047965313377293026
1000,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539,0.0044516827503001746,0.0045143828537573608,0.0045770810900284883,0.0046397827779990422,0.0047024792225445686,0.0047338311219797813,0.0047651821719159188,0.0047965313377293026
2000,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539,0.0044516827503001746,0.0045143828537573608,0.0045770810900284883,0.0046397827779990422,0.0047024792225445686,0.0047338311219797813,0.0047651821719159188,0.0047965313377293026,0.0048278775882742292,0.0048592316579436981,0.0048905808361000142
3000,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539,0.0044516827503001746,0.0045143828537573608,0.0045770810900284883,0.0046397827779990422,0.0047024792225445686,0.0047338311219797813,0.0047651821719159188,0.0047965313377293026,0.0048278775882742292,0.0048592316579436981,0.0048905808361000142,0.0049219241016424803
4000,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539,0.0044516827503001746,0.0045143828537573608,0.0045770810900284883,0.0046397827779990422,0.0047024792225445686,0.0047338311219797813,0.0047651821719159188,0.0047965313377293026,0.0048278775882742292,0.0048592316579436981,0.0048905808361000142,0.0049219241016424803,0.0049532723120834649
5000,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539,0.0044516827503001746,0.0045143828537573608,0.0045770810900284883,0.0046397827779990422,0.0047024792225445686,0.0047338311219797813,0.0047651821719159188,0.0047965313377293026,0.0048278775882742292,0.0048592316579436981,0.0048905808361000142,0.0049219241016424803,0.0049532723120834649
6000,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539,0.0044516827503001746,0.0045143828537573608,0.0045770810900284883,0.0046397827779990422,0.0047024792225445686,0.0047338311219797813,0.0047651821719159188,0.0047965313377293026,0.0048278775882742292,0.0048592316579436981,0.0048905808361000142,0.0049219241016424803,0.0049532723120834649,0.0049846245656086779
7000,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539,0.0044516827503001746,0.0045143828537573608,0.0045770810900284883,0.0046397827779990422,0.0047024792225445686,0.0047338311219797813,0.0047651821719159188,0.0047965313377293026,0.0048278775882742292,0.0048592316579436981,0.0048905808361000142,0.0049219241016424803,0.0049532723120834649,0.0049846245656086779
8000,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539,0.0044516827503001746,0.0045143828537573608,0.0045770810900284883,0.0046397827779990422,0.0047024792225445686,0.0047338311219797813,0.0047651821719159188,0.0047965313377293026,0.0048278775882742292,0.0048592316579436981,0.0048905808361000142,0.0049219241016424803,0.0049532723120834649,0.0049846245656086779
9000,3.0672141829033107e-16,0.00050159798253170563,0.0010031960656390893,0.0015047940988627169,0.0020063919602688676,0.0025079899852466572,0.0027587888423713583,0.0030095880168051828,0.0032603872469192316,0.0035111860822353083,0.0037619850978931058,0.0038873845710118218,0.0040127842262466587,0.0041381836216039247,0.0042635827893390266,0.0043889815071832539,0.0044516827503001746,0.0045143828537573608,0.0045770810900284883,0.0046397827779990422,0.0047024792225445686,0.0047338311219797813,0.0047651821719159188,0.0047965313377293026,0.0048278775882742292,0.0048592316579436981,0.0048905808361000142,0.0049219241016424803,0.0049532723120834649,0.0049846245656086779
